Player,Event,Rating
kzy,DreamHack Regional Minor Championship Europe Open Qualifier #2,1.10
kzy,Operation: Kinguin #3,0.99
kzy,DreamHack Regional Minor Championship Europe Open Qualifier #1,0.93
kzy,ESEA Premier Season 21 Europe,0.94
kzy,Copenhagen Games 2016,0.85
kzy,SL I-League Invitational #1 EU Qualifiers,0.94
kzy,Uprise Champions Cup Season 4,1.00
kzy,Global Offensive Champions League Season 3,0.94
kzy,Pantamera CS:GO Challenge 2016,0.90
kzy,Acer Predator Masters powered by Intel Season 2 Finals,0.99
kzy,Rising Stars Europe #1,1.30
kzy,Operation: Kinguin #2,0.96
kzy,99Damage Masters #4,1.20
kzy,D!ngIT $2000 Weekly Cup #33,0.99
kzy,DreamHack Open Leipzig 2016 Closed Qualifier,1.16
kzy,PGL Regional Minor Championship Europe Qualifiers,1.05
kzy,99Damage Arena #18,0.90
kzy,ESL Meisterschaft Winter 2015 Finals,0.87
kzy,Counter Pit League Season 2,1.05
kzy,Uprise Champions Cup: Europe,1.02
kzy,Game Show Global eSports Cup 2016,1.06
kzy,99Damage League Season 2,1.28
kzy,Acer Predator Masters powered by Intel Season 2,0.86
kzy,D!ngIT $2000 Weekly Cup #20,0.95
kzy,D!ngIT Sunday Brawl,1.12
kzy,CSHUB Series Season 1,1.01
kzy,99Damage League Season 1,1.12
kzy,D!ngIT $2000 Weekly Cup #11,0.85
kzy,ESL Sommermeisterschaft 2015 Finals,0.89
kzy,xfunction Masters Season III,0.99
kzy,ESL One Cologne 2015 EU pre-qualifier #1,0.93
kzy,ESL Frühlingsmeisterschaft 2015 Finals,0.78
kzy,99Damage Arena #5,1.08
kzy,Copenhagen Games 2015,0.89
kzy,ESL Pro Series Germany Winter 2014,0.91
kzy,Fragbite Masters Season 3 Qualifier #1,0.86
kzy,Game Show CS:GO League,0.63
kzy,Hitbox Arena Championship 3,0.90
kzy,Caseking of the Hill #7,0.43
kzy,European Championship 2014,0.74
kzy,FACEIT League 2 EU Closed Qualifier,0.81
kzy,Caseking of the Hill #5,0.66
kzy,Hitbox Arena Championship 2,0.76
kzy,SLTV StarSeries X,1.02
kzy,Hitbox Arena Championship,0.61
kzy,RADEON Offensive #2,0.73
kzy,NorthCon 2012,0.69
kzy,ESWC 2012 German Qualifier,0.60
kzy,ESL Pro Series Germany Winter Season 2012,0.97
dumz,Europe Minor Open Qualifier 1 - IEM Katowice 2019,0.77
dumz,ESEA MDL Season 29 Europe,0.96
dumz,Cross Border Esport 2018,1.10
dumz,IESF 2018 Sweden Finals,0.87
dumz,DreamHack Masters Stockholm 2018 Europe Open Qualifier,0.78
dumz,Europe Minor Open Qualifier #4 - FACEIT Major 2018,0.83
dumz,Fusion.bet Masters II,0.82
dumz,Europe Minor Open Qualifier #3 - FACEIT Major 2018,0.93
dumz,Europe Minor Open Qualifier #2 - FACEIT Major 2018,1.04
dumz,ESEA MDL Season 28 Europe,0.92
dumz,Thunderpick Invitational #2,0.60
dumz,DaddySkins Western League,0.99
dumz,Legend Series #4,0.81
dumz,DreamHack Open Winter 2017 Europe Open Qualifier,0.83
dumz,Mother Russia 2,1.11
dumz,Vreecase Cup #2,0.80
dumz,CSGOFAST.COM CUP 1,0.92
dumz,Nordic Championship Season 2 Sweden Qualifier,0.91
dumz,X-BET.co Invitational,0.99
dumz,SkinCoin Invitational,0.93
dumz,WESG 2017 Sweden,1.15
dumz,ROG MASTERS 2017 EMEA Finals,0.72
dumz,Skinhub Season 2,1.14
dumz,iGame.com Nordic Invitational 2,1.09
dumz,NGC Masters 2017,0.94
dumz,ESEA MDL Season 26 Europe,1.06
dumz,MakeMy.Bet Championship #1,0.90
dumz,WCA 2017 Europe Main Qualifier,1.08
dumz,DreamHack Open Denver 2017 Europe Open Qualifier,0.53
dumz,WCA 2017 Europe Closed Qualifier,1.19
dumz,Mother Russia 1xBet,1.04
dumz,Stream.me Gauntlet: CIS vs EU #5,1.28
dumz,The Adria Masters Season 1,1.08
dumz,Hellcase Cup 4 Closed Qualifier,0.87
dumz,Copenhagen Games 2017 BYOC Qualifier,1.15
dumz,Headshot Cup #1,1.07
dumz,Operation: Kinguin #4,1.03
dumz,European Master Series 1,0.94
dumz,Hellcase Cup 3,0.98
dumz,Hellcase Cup 3 Closed Qualifier,1.27
dumz,Binary Dragons Cup 5,1.02
dumz,Stream.me Gauntlet: CIS vs EU #2,1.24
dumz,eSportsArcadeTV Cup #2,1.09
dumz,Binary Dragons Cup 4,1.03
dumz,ECS Season 3 EU Development League Open Qualifier #2,0.99
dumz,Stream.me Gauntlet: CIS vs EU,1.18
dumz,ESEA MDL Season 24 Europe,1.04
dumz,ESWC 2016,1.16
dumz,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 2,0.72
dumz,Team Ownit Challenge,1.28
dumz,iGame.com Nordic Invitational,1.11
dumz,DreamHack ZOWIE Open Bucharest 2016 Closed Qualifier,0.53
dumz,World Championships 2016 European Qualifier,1.73
dumz,xfunction Masters 2016,1.08
dumz,Hitbox Challenger Cup #2,1.05
dumz,DreamHack ZOWIE Open Summer 2016 Closed Qualifier #1 ,0.88
dumz,DreamHack ZOWIE Open Summer 2016 Open Qualifier #1 ,1.06
dumz,Razer Rising Stars European League Season 1,0.96
dumz,Operation: Kinguin #3,1.30
dumz,Copenhagen Games 2016,1.07
dumz,Copenhagen Games 2016 BYOC Qualifier,1.33
dumz,SL I-League Invitational #1 EU Qualifiers,1.02
dumz,Uprise Champions Cup Season 4,0.74
dumz,Razer Rising Stars European League Qualifiers,1.06
dumz,Nordic Masters Season 2 Finals,1.01
dumz,CEVO Gfinity Professional Season 9,0.90
dumz,CEVO Gfinity Professional Season 9 Placement EU,0.88
dumz,PGL Regional Minor Championship Europe,1.08
dumz,99Damage Masters #4,1.18
dumz,PGL Regional Minor Championship Europe Qualifiers,1.05
dumz,99Damage Arena #18,0.81
dumz,Game Show Global eSports Cup 2016,1.06
dumz,Acer Predator Masters powered by Intel Season 2,0.93
dumz,Fragbite Masters Season 5,0.86
dumz,Fragbite Masters Season 5 Main Qualifier,0.82
dumz,99Damage Masters #3,0.99
dumz,Global Offensive Champions League Season 2,0.94
dumz,DreamHack Open Cluj-Napoca 2015 EU pre-qualifier #1,0.79
dumz,CEVO Professional Season 8,0.87
dumz,GameAgents League Season 2,0.98
dumz,CEVO Professional Season 8 Placement EU,0.81
dumz,World Championships 2015 European Qualifier,0.46
dumz,ESL One Cologne 2015 European Qualifier,0.70
dumz,ESL One Cologne 2015 EU pre-qualifier #1,1.07
dumz,DreamHack Open Summer 2015 Closed Qualifier,0.49
dumz,DreamHack Open Summer 2015 Qualifier #1,1.23
dumz,Balkan Championship Season 2,1.07
dumz,Global Offensive Champions League Season 1,0.89
dumz,G2A.com December Cup Powered by FACEIT Europe,0.76
dumz,DreamHack Winter 2014,0.63
dumz,Go4CS:GO Europe Pro League Winter 2014 Group Final,0.48
dumz,99Damage Arena #1,0.78
dumz,DreamHack Winter 2014 Last Call Qualifier,0.66
dumz,Go4CS:GO Cup #120,0.90
dumz,DreamHack Winter 2014 EU Closed Qualifier,0.76
dumz,DreamHack Winter 2014 EU pre-qualifier #1,1.08
dumz,European Championship 2014,1.04
dumz,European Championship 2013,1.02
dumz,European Championship 2013 Qualification Round 2,1.21
dumz,Yoggi Yalla Cup,0.85
arvid,UCC Summer Smash,0.89
arvid,LOOT.BET HotShot Series Season 3 Europe,1.15
arvid,GameAgents League Season 3,1.30
arvid,ESL One Cologne 2019 Europe Open Qualifier 2,1.02
arvid,Copenhagen Games 2019 B Tournament,0.92
arvid,Copenhagen Games 2019 BYOC Qualifier,0.97
arvid,VulkanBet Invitational,0.92
arvid,LOOT.BET Season 2,0.93
arvid,DreamHack Masters Dallas 2019 Europe Open Qualifier,1.07
arvid,Kalashnikov Cup Season 2,1.09
arvid,LanTrek 2019,1.08
arvid,NoxFire League Season 2,1.17
arvid,ASUS ROG Winter 2019,1.00
arvid,OGA Counter PIT Season 4,0.87
arvid,Hunt Wave League,1.06
arvid,Pixel.bet Brawl: Nordic vs. Europe,1.07
arvid,Bucharest Gaming Week Invitational by ESL Closed Qualifier,0.97
arvid,Europe Minor Open Qualifier 4 - IEM Katowice 2019,0.58
arvid,WESG 2018 North Europe Qualifier 1,0.97
arvid,Europe Minor Open Qualifier 3 - IEM Katowice 2019,0.55
arvid,Assembly GameXpo 2018,1.26
arvid,CSGOFAST.COM Cup 4,1.14
arvid,NoxFire League,0.86
arvid,Grail Quest '18 CS:GO Pro,1.14
arvid,Finnish Esports League Season 5 Finals,0.88
arvid,X-Bet.co Invitational 4,0.90
arvid,Finnish Esports League Season 5,0.79
arvid,ESEA MDL Season 29 Europe,0.86
arvid,Cross Border Esport 2018,1.30
arvid,Kalashnikov CUP,1.06
arvid,IEM Chicago 2018 Europe Open Qualifier,0.94
arvid,Thunderpick Invitational #3,1.07
arvid,Finnish Championships 2018,0.74
arvid,X-BET.co Invitational 3,0.83
arvid,NeSA 2018,1.13
arvid,Europe Minor Open Qualifier #4 - FACEIT Major 2018,0.93
arvid,Vectorama LAN 2018,0.79
arvid,ZOTAC Cup Masters 2018 Europe Closed Qualifier,0.72
arvid,ESEA MDL Season 28 Europe,1.04
arvid,Thunderpick Invitational #2,0.92
arvid,Betspawn Cup: Nordic vs CIS,1.00
arvid,Copenhagen Games 2018 BYOC Qualifier,1.32
arvid,ForceDrop.net Cup 1,0.96
arvid,CSGOFAST.COM CUP 3,1.03
arvid,X-BET.co Invitational 2,1.01
arvid,LanTrek 2018,1.16
arvid,Finnish Esports League Season 4 Finals,0.94
arvid,EsporBet.com Promo Cup,0.94
arvid,Finnish Esports League Season 4,1.52
arvid,ECS Season 5 Europe Qualifier #2,1.05
arvid,Thunderpick Invitational #1,1.01
arvid,Assembly Winter 2018,0.99
arvid,ESEA MDL Season 27 Europe,1.00
arvid,LOOT.BET Nations Elite Esports Cup,0.96
arvid,Nations Elite Esports Cup Nordic Qualifier,1.25
arvid,DreamHack Open Winter 2017 Europe Closed Qualifier,1.24
arvid,DreamHack Open Winter 2017 Europe Open Qualifier,1.67
arvid,CEVO Main Season 13 Europe,0.84
arvid,Philips OneBlade Cup 2017 Mixed Qualifier,1.01
arvid,X-BET.co Invitational,1.05
arvid,WESG 2017 Baltics & Scandinavia,0.93
arvid,Finnish Esports League Season 3 Finals,1.02
arvid,Connection LAN 2017,0.99
arvid,ESEA MDL Season 26 Europe,1.08
arvid,CSesport.com Cup #1,1.16
arvid,DreamHack Open Montreal 2017 Europe Open Qualifier,0.63
arvid,ECS Season 4 EU Development League Open Qualifier #2,0.78
arvid,Binary Dragons Prestige LAN Closed Qualifier,1.14
arvid,ROG MASTERS 2017 Nordic Qualifier,1.15
arvid,ROG MASTERS 2017 Nordic Open Qualifier 2,1.12
arvid,NeSA 2017,1.29
arvid,Binary Dragons Cup 7,0.98
arvid,ESEA MDL Season 25 Europe,1.05
arvid,DolphinCS Shoot 'Em Up 3,0.91
arvid,CEVO Main Season 12 Europe,1.09
arvid,DreamHack Open Tours 2017 Europe Open Qualifier,0.66
arvid,LanTrek 2017,1.40
arvid,DreamHack Nordic Championship 2016,0.83
arvid,DreamHack Nordic Championship 2016 - Qualifier,0.93
arvid,PGL Regional Minor Championship Europe - ELEAGUE Major 2017,0.69
arvid,ESWC 2016,0.92
arvid,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 1,1.05
arvid,DreamHack ZOWIE Open Winter 2016 Closed Qualifier,0.82
arvid,IeSF World Championship 2016,1.17
arvid,Betway WCA 2016 EU Main Qualifier,0.93
arvid,World Championships 2016 European Qualifier,0.95
arvid,GG Masters,0.77
arvid,King of Nordic Season 3,1.24
arvid,King of Nordic Season 2,0.93
arvid,King of Nordic Season 1,1.07
arvid,King of Nordic Season 4,0.94
Lambert,DreamHack Masters Dallas 2019 Europe Open Qualifier,1.13
Lambert,CBE 2018 Closed Qualifier,0.95
Lambert,PMU Challenge 2018,0.63
Lambert,Europe Minor Open Qualifier #2 - FACEIT Major 2018,1.27
Lambert,ESEA MDL Season 28 Europe,0.84
Lambert,GG.BET Majestic Closed Qualifier,0.68
Lambert,Thunderpick Invitational #2,1.07
Lambert,DreamHack Open Tours 2018 Europe Open Qualifier,0.99
Lambert,DreamHack Masters Marseille 2018 Europe Open Qualifier,0.94
Lambert,CSGO.NET Cup 2,1.05
Lambert,ECS Season 5 Europe Qualifier #4,1.20
Lambert,ESEA MDL Season 27 Europe,0.89
Lambert,ESL National Championship France Winter 2017,1.06
Lambert,CSGO.NET Cup 1,0.93
Lambert,Legend Series #4,0.98
Lambert,Mother Russia 2,0.82
Lambert,Vreecase Cup #2,1.03
Lambert,ESL Clash of Nations,0.74
Lambert,AOC CS:GO CUP,1.22
Lambert,ESWC 2017 Qualifier #2,1.03
Lambert,X-BET.co Invitational,0.94
Lambert,Europe Minor Open Qualifier - ELEAGUE Major 2018,0.49
Lambert,Skinhub Season 2,0.95
Lambert,ESWC 2017 Qualifier #1,0.98
Lambert,Gfinity Elite Series Season 2,1.24
Lambert,WESG 2017 France,0.90
Lambert,SL i-League Invitational Shanghai 2017 Europe Qualifier,0.96
Lambert,Cross Border Esport 2017,1.07
Lambert,WCA 2017 Europe Closed Qualifier,1.01
Lambert,Hellcase Cup 6,0.94
Lambert,EPICENTER 2017 Europe Qualifier #1,0.73
Lambert,DaddySkins Cup 1,0.87
Lambert,CBE 2017 Europe Closed Qualifier,1.10
Lambert,Mother Russia 1xBet,1.06
Lambert,ROG MASTERS 2017 France Qualifier,0.92
Lambert,Gfinity Elite Series Season 1,1.23
Lambert,ESL National Championship France Summer 2017,0.93
Lambert,DreamHack Open Valencia 2017 Europe Closed Qualifier,0.87
Lambert,DreamHack Open Valencia 2017 Europe Open Qualifier,1.18
Lambert,DreamHack Open Summer 2017 Europe Open Qualifier,0.70
Lambert,Europe Minor Qualifier 3 - PGL Major Krakow 2017,0.94
Lambert,Europe Minor Qualifier 2 - PGL Major Krakow 2017,0.73
Lambert,DreamHack Open Austin 2017 Europe Open Qualifier,1.52
Lambert,Epsilan 14,1.19
Lambert,ECS Season 3 EU Development League Open Qualifier #1,0.82
Lambert,Assembly Winter 2017,1.23
Lambert,ESWC 2016,0.71
Lambert,QuickShot Arena #24,0.97
Lambert,QuickShot Arena #23,0.94
Lambert,WESG 2016 France & Monaco,1.26
Lambert,ECS Season 2 EU Development League Open Qualifier #3,1.13
Lambert,Gamers Assembly 2016,0.84
Lambert,Uprise Champions Cup Season 4,0.81
Lambert,DreamHack Masters Malmö 2016 Europe Open Qualifier #1,0.68
Lambert,UnderDogs #2,0.90
Lambert,Uprise Champions Cup Season 4 Qualifier,0.92
Lambert,Operation: Kinguin #2,0.87
Lambert,D!ngIT $2000 Weekly Cup #30,0.96
Lambert,D!ngIT $2000 Weekly Cup #27,1.15
Lambert,LevelDown Championship,0.82
Lambert,DreamHack Open Cluj-Napoca 2015 EU pre-qualifier #1,0.68
Lambert,FACEIT League 2015 Stage 2 EU Qualifier,0.83
Lambert,DreamHack Open Tours 2015 BYOC Qualifier,0.84
Lambert,Copenhagen Games 2015,0.97
Lambert,DreamHack Valencia 2014,1.06
Lambert,ESL Pro Series France XI Cup #5,1.19
tutehen,Alienware Liga Pro Gamers Club - NOV/18,0.85
tutehen,WESG 2018 South America Qualifier 2,1.00
tutehen,Americas Minor South America Closed Qualifier - IEM Katowice 2019,0.86
tutehen,ESL Latin America League Season 2 Finals,0.88
tutehen,GAMECON Brasília 2018,1.00
tutehen,Alienware Liga Pro Gamers Club - OCT/18,1.03
tutehen,ESL Latin America League Season 2,1.10
tutehen,Gamers Club Masters 2018,1.17
tutehen,Logitech G Challenge Grand Final 2018,1.23
tutehen,GAMECON Brasília 2018 Closed Qualifier,1.16
tutehen,Alienware Liga Pro Gamers Club - SEP/18,0.89
tutehen,ESL Brazil Premier League Season 6,1.01
tutehen,Gamers Club Masters 2018 Main Qualifier,1.47
tutehen,IEM Chicago 2018 South America Closed Qualifier,0.94
tutehen,Alienware Liga Pro Gamers Club - AUG/18,0.93
tutehen,Gamers Club Masters 2018 São Paulo Qualifier,1.11
tutehen,GG.BET Summer Brazil,1.11
tutehen,ESEA Open Season 28 Brazil,1.01
tutehen,Alienware Liga Pro Gamers Club - JUL/18,1.13
tutehen,Alienware Liga Pro Gamers Club - JUN/18,1.01
tutehen,AMD Red League 2018,1.10
tutehen,Americas Minor South America Open Qualifier #2 - FACEIT Major 2018,0.56
tutehen,Americas Minor South America Open Qualifier #1 - FACEIT Major 2018,0.84
tutehen,ESL Brazil Premier League Season 5,1.03
tutehen,Aorus League 2018 Season 1 LatAm South Finals,0.87
tutehen,Aorus League 2018 Season 1 LatAm South,1.02
tutehen,ESEA MDL Season 27 North America,0.84
tutehen,CyberPowerPC Extreme Gaming Series Winter 2017,0.88
tutehen,WESG 2017 Argentina,0.97
tutehen,CEVO Main Season 13 North America,1.01
tutehen,WCA 2017 North America Finals,0.76
tutehen,Americas Minor North America Closed Qualifier - ELEAGUE Major 2018,1.10
tutehen,Americas Minor North America Open Qualifier - ELEAGUE Major 2018,1.43
tutehen,ESEA MDL Season 26 North America,1.11
tutehen,DreamHack Open Denver 2017 North America Closed Qualifier,0.90
tutehen,IEM Oakland 2017 North America Open Qualifier,0.87
tutehen,DreamHack Open Montreal 2017,0.46
tutehen,DreamHack Open Montreal 2017 North America Closed Qualifier,1.12
tutehen,ECS Season 4 NA Development League Open Qualifier #2,1.17
tutehen,ECS Season 4 NA Development League Open Qualifier #1,1.02
tutehen,ESL One New York 2017 North America Open Qualifier,0.88
tutehen,WCA 2017 North America Qualifier #1,1.36
tutehen,DreamHack Masters Malmö 2017 North America Closed Qualifier,1.40
tutehen,DreamHack Open Atlanta 2017 North America Closed Qualifier,0.74
tutehen,DreamHack Open Atlanta 2017 North America Open Qualifier,0.94
tutehen,AMD Red League LatAm North 2017,1.36
tutehen,DreamHack Open Valencia 2017 North America Closed Qualifier,0.94
tutehen,DreamHack Open Valencia 2017 North America Open Qualifier,0.96
tutehen,ESEA MDL Season 25 North America,0.93
tutehen,Americas Minor North America Closed Qualifier - PGL Major Krakow 2017,0.96
tutehen,CEVO Main Season 12 North America,1.13
tutehen,ESL One Cologne 2017 - North America Qualifier 1,0.92
tutehen,DreamHack Open Tours 2017 North America Open Qualifier,0.73
tutehen,DreamHack Open Austin 2017 North America Open Qualifier,0.86
tutehen,ECS Season 3 NA Development League Open Qualifier #1,0.99
tutehen,SL i-League Season 3 North America Qualifier,0.88
tutehen,GTL Rosario 2016,0.97
tutehen,Liga PRO GamersClub - OCT/16,0.99
tutehen,WESG 2016 North & South Americas Regional Finals,1.03
tutehen,World Championship 2016,0.96
tutehen,WESG 2016 Argentina,1.26
tutehen,Liga PRO GamersClub - AUG/16,1.18
tutehen,GTL Tecnofields 2016,1.18
tutehen,World Championships 2016 South American Qualifier,1.10
tutehen,Gigabyte Top League #3 Finals,0.68
tutehen,Gigabyte Top League Finals,1.05
RuStY,UCC Summer Smash,0.79
RuStY,DreamHack Open Summer 2019 Sweden Qualifier,0.97
RuStY,GameAgents League Season 3,0.57
RuStY,ECS Season 7 Europe Pinnacle Cup,0.82
RuStY,ECS Season 7 Europe Challenger Cup Open Qualifier 3,1.08
RuStY,LOOT.BET Season 1,0.89
RuStY,IEM Sydney 2019 Europe Open Qualifier 2,0.61
RuStY,OGA Counter PIT Season 4,1.15
RuStY,ESEA MDL Season 30 Europe,0.91
RuStY,StarSeries i-League Season 7 Europe Qualifier,1.01
RuStY,Pixel.bet Brawl: Nordic vs. Europe,1.06
RuStY,United Masters League,0.85
RuStY,IESF World Championship 2018,1.04
RuStY,LOOT.BET Cup #3,0.70
RuStY,Europe Minor Open Qualifier 2 - IEM Katowice 2019,0.86
RuStY,DreamHack Open Winter 2018 Europe Closed Qualifier,0.82
RuStY,DreamHack Open Winter 2018 Europe Open Qualifier,1.21
RuStY,Europe Minor Open Qualifier 1 - IEM Katowice 2019,0.66
RuStY,ESEA MDL Season 29 Europe,1.07
RuStY,DreamHack Open Montreal 2018,0.78
RuStY,IESF 2018 Sweden Finals,1.03
RuStY,CBE 2018 Closed Qualifier,1.07
RuStY,DreamHack Masters Stockholm 2018 Europe Open Qualifier,0.56
RuStY,Europe Minor Open Qualifier #4 - FACEIT Major 2018,0.80
RuStY,Europe Minor Open Qualifier #3 - FACEIT Major 2018,0.85
RuStY,Fusion.bet Masters II,1.01
RuStY,Europe Minor Open Qualifier #2 - FACEIT Major 2018,0.96
RuStY,Europe Minor Open Qualifier #1 - FACEIT Major 2018,0.94
RuStY,ZOTAC Cup Masters 2018 Europe Closed Qualifier,0.83
RuStY,ESEA MDL Season 28 Europe,1.05
RuStY,GG.BET Majestic Closed Qualifier,0.95
RuStY,Thunderpick Invitational #2,0.89
RuStY,esportsbetting.com Launch Invitational,0.92
RuStY,GOCASE Challenge,0.93
RuStY,StarSeries i-League Season 5 Europe Qualifier,1.11
RuStY,DreamHack Open Austin 2018 Europe Closed Qualifier,1.09
RuStY,DreamHack Open Austin 2018 Europe Open Qualifier,1.19
RuStY,Copenhagen Games 2018 BYOC Qualifier,1.09
RuStY,GG:Origin - IEM Sydney 2018 Qualifier,1.27
RuStY,CSGOFAST.COM CUP 3,1.09
RuStY,EGB Battles,1.06
RuStY,X-BET.co Invitational 2,1.13
RuStY,CSGO.NET Cup 2,0.99
RuStY,Bets.net Challenger Series,0.92
RuStY,IEM Katowice 2018 Europe Closed Qualifier,0.93
RuStY,IEM Katowice 2018 Europe Open Qualifier #1,1.13
RuStY,ESEA MDL Season 27 Europe,1.05
RuStY,Ownit 2017 Winter Finals,0.99
RuStY,DaddySkins Western League,0.84
RuStY,Nordic Championship Season 2 Finals,1.03
RuStY,FCDB Cup 2017,1.09
RuStY,Vreecase Cup #2,0.94
RuStY,FCDB Cup 2017 Closed Qualifier,1.12
RuStY,Nordic Championship Season 2,1.15
RuStY,Nordic Championship Season 2 Sweden Qualifier,0.81
RuStY,WESG 2017 Sweden,0.98
RuStY,iGame.com Nordic Invitational 2,0.91
RuStY,WCA 2017 Europe Main Qualifier,1.10
RuStY,DreamHack Open Denver 2017 Europe Open Qualifier,0.95
RuStY,EPICENTER 2017 Europe Qualifier #2,1.26
RuStY,ELEAGUE CS:GO Premier 2017 Europe Qualifier,1.03
RuStY,ECS Season 4 EU Development League Open Qualifier #2,0.91
RuStY,ECS Season 4 EU Development League Open Qualifier #1,0.90
RuStY,King of Nordic Season 8,1.03
RuStY,ESEA Main Season 25 Europe,0.96
RuStY,ESL One New York 2017 Europe Open Qualifier,1.08
RuStY,DreamHack Open Valencia 2017,0.90
RuStY,DreamHack Masters Malmö 2017 Europe Closed Qualifier,0.98
RuStY,DreamHack Masters Malmö 2017 Europe Open Qualifier,0.96
RuStY,DreamHack Open Atlanta 2017 Europe Closed Qualifier,0.87
RuStY,DreamHack Open Valencia 2017 Europe Closed Qualifier,1.11
RuStY,Yoggi Yalla Cup 2017,1.04
RuStY,GeForce Cup 2017,0.90
RuStY,Farmskins Championship #1,1.06
RuStY,Farmskins Championship #1 Closed Qualifier,1.14
RuStY,DreamHack Open Summer 2017 Europe Closed Qualifier,1.05
RuStY,Europe Minor Closed Qualifier - PGL Major Krakow 2017,0.89
RuStY,DolphinCS Shoot 'Em Up 3,0.84
RuStY,GeForce Cup 2017 Closed Qualifier,1.11
RuStY,Europe Minor Qualifier 3 - PGL Major Krakow 2017,1.52
RuStY,Europe Minor Qualifier 2 - PGL Major Krakow 2017,1.10
RuStY,Hellcase Cup 4,1.13
RuStY,Hellcase Cup 4 Closed Qualifier,1.03
RuStY,Over The Limits Cup #1,1.09
RuStY,ESL One Cologne 2017 - Europe Qualifier 1,1.14
RuStY,Yoggi Yalla Cup 2017 - Qualifier 2,1.15
RuStY,DreamHack Open Austin 2017 Europe Closed Qualifier,0.69
RuStY,DreamHack Open Austin 2017 Europe Open Qualifier,1.53
RuStY,Hellcase Cup 2 Closed Qualifier,0.98
RuStY,eSportsArcadeTV Cup,0.32
RuStY,Crownstudent CS:GO Challenge,1.01
RuStY,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 2,1.11
RuStY,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 1,0.87
RuStY,iGame.com Nordic Invitational,1.03
RuStY,QuickShot Arena #25,1.14
RuStY,ECS Season 2 EU Development League,1.00
RuStY,ELEAGUE Season 2 Europe Closed Qualifier,1.02
RuStY,ELEAGUE Season 2 Europe Open Qualifier #2,1.71
RuStY,ECS Season 2 EU Development League Open Qualifier #3,1.12
RuStY,ECS Season 2 EU Development League Open Qualifier #1,1.04
RuStY,DreamHack Masters Malmö 2016 Europe Open Qualifier #1,0.73
RuStY,King of Nordic Season 3,0.94
RuStY,King of Nordic Season 4,1.30
RuStY,ECS Season 2 EU Development League Open Qualifier #4,1.08
RuStY,Gauntlet: Fight for the Crown,1.05
RuStY,Yoggi Yalla Cup,0.90
nak,UCC Summer Smash,1.20
nak,DreamHack Open Summer 2019 Europe Open Qualifier,0.87
nak,GameAgents League Season 3,0.92
nak,DreamHack Open Rio 2019,0.90
nak,LOOT.BET Season 2,0.88
nak,DreamHack Masters Dallas 2019 South America Closed Qualifier,0.98
nak,ESL Pro League Season 9 LatAm South Closed Qualifier,1.07
nak,ESL Pro League Season 9 LatAm South Open Qualifier,1.43
nak,ESL LA League Season 3 - Brazil,1.05
nak,PLG Grand Slam 2018,1.03
nak,ESL Pro League Season 8 Finals,0.94
nak,WESG 2018 Brazil,0.51
nak,Americas Minor South America Closed Qualifier - IEM Katowice 2019,0.78
nak,ESL Latin America League Season 2 Finals,1.08
nak,WESG 2018 Brazil Qualifier 1,1.21
nak,ESL Latin America League Season 2,1.25
nak,PLG Grand Slam 2018 South America Open Qualifier,0.92
nak,OMEN Eurogamer CS:GO Challenge Porto 2018,1.29
nak,Famalicão Extreme Gaming 2018,1.22
nak,Toyota Master Bangkok 2018 Europe Qualifier,1.02
nak,Gfinity Spring Series 2018 Europe,1.07
nak,Cross Border Esport 2018,1.11
nak,EPICENTER 2018 Europe Open Qualifier #3,0.85
nak,GG.BET Summer CIS + EU,0.46
nak,GG.BET Summer Europe,0.98
nak,OGA Counter PIT Season 3,0.74
nak,ZOTAC Cup Masters 2018 Americas Regional Finals,0.97
nak,Americas Minor South America Open Qualifier #2 - FACEIT Major 2018,1.07
nak,ESL Pro League Season 7 Finals,0.88
nak,ESL Latin America League Season 1 Finals,1.02
nak,GG.BET Ascensão,0.90
nak,ZOTAC Cup Masters 2018 South America Open Qualifier,1.03
nak,ESL One Belo Horizonte South America Closed Qualifier,1.09
nak,ESL One Belo Horizonte South America Qualifier 2,1.32
nak,ESL One Belo Horizonte South America Qualifier 1,0.73
nak,ESL Latin America League Season 1,1.11
nak,ESL Latin America League Season 1 Closed Qualifier,1.35
nak,Superliga Finals 2017,1.03
nak,Nations Elite Esports Cup Iberian Qualifier,1.00
nak,CSGOFAST.COM CUP 1,0.92
nak,4Gamers CS:GO Masters Porto,0.94
nak,Skinhub Season 2,0.83
nak,Famalicão Extreme Gaming,1.18
nak,Cross Border Esport 2017,0.92
nak,EPICENTER 2017 Europe Qualifier #1,1.06
nak,ECS Season 4 EU Development League Open Qualifier #2,0.72
nak,The Adria Masters Season 1,0.93
nak,Binary Dragons csgopolygon Cup 6,0.99
nak,Copenhagen Games 2017 BYOC Qualifier,1.18
nak,Headshot Cup #1,1.21
nak,Legend Series #1 Finals,1.22
nak,Binary Dragons csgopolygon Season 1,1.08
nak,Legend Series #1,0.95
nak,Hellcase Cup 2,0.99
nak,XLG UOL Super Cup,1.14
nak,WCA 2016 Americas,1.05
